ttd_drug_id,trade_name,company,therapeutic_class,drug_type,highest_status
D0V6ZC,,NeuTec Pharma plc,,,Phase 3
D0V8GT,,Elorac Inc,,,Phase 3
D0V8KD,,Hanall biopharma; medtronic,,,Phase 3
D0V9WX,,"Karuna Pharmaceuticals Boston, MA",,,Phase 3
D0VF3C,,Nobelpharma Co Ltd,,,Phase 3
D0VL3L,,"Promius Pharma Princeton, NJ",,,Phase 3
D0VN3O,,Biothera,,,Phase 3
D0VW4J,,Neos therapeutics,,,Phase 3
D0VZ5B,,"Esperion Therapeutics Ann Arbor, MI",,,Phase 3
D0W4TG,,Dynport vaccine company; u.s. department of defense,,,Phase 3
D0W7PQ,,"Eleison Pharmaceuticals St. Petersburg, FL",,,Phase 3
D0W8MS,,"Allergy TherapeuticsWest Sussex, United Kingdom",,,Phase 3
D0WG2R,,"Merck Kenilworth, NJ",,,Phase 3
D0WL8I,,CJ Corp,,,Phase 3
D0WM6I,,Instituto Bioclon Sa De CV,,,Phase 3
D0WQ0R,,"Neovii Biotech Munich, Germany",,,Phase 3
D0WV4H,,Panagin Pharmaceuticals Inc,,,Phase 3
D0WZ0X,,"AllerganParsippany, NJAmgenThousand Oaks, CA",,,Phase 3
D0X0GB,,"Croma Pharma Leobendorf, Austria",,,Phase 3
D0X2LQ,,Luye america pharmaceuticals,,,Phase 3
D0X2LW,,Chiron,,,Phase 3
D0X3GA,,Novo Nordisk,,,Phase 3
D0X3HV,,Boehringer Ingelheim Pharmaceuticals,,,Phase 3
D0X4NF,,Advantagene,,,Phase 3
D0X4TK,,"FKD Therapies Kuopio, Finland",,,Phase 3
D0X5YN,,"Coherus Biosciences Redwood City, CA",,,Phase 3
D0X6DE,,AmVac AG,,,Phase 3
D0X6XH,,Cenomed BioSciences,,,Phase 3
D0X8HB,,Navidea biopharmaceuticals,,,Phase 3
D0X9KB,,"Acer Therapeutics Cambridge, MA",,,Phase 3
D0XF4B,,Neoprobe Corp,,,Phase 3
D0XK2N,,Green Cross Corp,,,Phase 3
D0XN5L,,Aventis Behring LLC,,,Phase 3
D0XP7T,,"Prothena Therapeutics South San Francisco, CA",,,Phase 3
D0XR1B,,"Pfizer New York, NY",,,Phase 3
D0XU3D,,"Ortho Dermatologics Raleigh, NC",,,Phase 3
D0XV2U,,"Biogen Cambridge, MA",,,Phase 3
D0XW8Y,,"Centrexion Therapeutics Boston, MA",,,Phase 3
D0Y1FG,,"MolMedMilan, Italy",,,Phase 3
D0Y1ZU,,Chugai Pharmaceutical Co Ltd,,,Phase 3
D0Y2RF,,Abbvie,,,Phase 3
D0Y2SE,,Pharming Group NV,,,Phase 3
D0Y3TY,,Promius Pharma LLC,,,Phase 3
D0Y6DO,,Center for Genetic Engineering and Biotechnology,,,Phase 3
D0Y7VP,,Versartis,,,Phase 3
D0Y8IE,,Aerie Pharmaceuticals Inc,,,Phase 3
D0Y8ND,,"Sol-Gel Technologies Ness Ziona, Israel",,,Phase 3
D0Y9BX,,Andromeda Biotech,,,Phase 3
D0Y9GF,,"Takeda Pharmaceuticals Deerfield, IL",,,Phase 3
D0Y9TQ,,Biotest AG,,,Phase 3
D0Y9YN,,Vical,,,Phase 3
D0YO4C,,Xbiotech,,,Phase 3
D0YO6R,,"AdvaxisPrinceton, NJBristol Myers-Squibb Princeton, NJ",,,Phase 3
D0Z0MI,,"Actinium Pharmaceuticals New York, NY",,,Phase 3
D0Z0NX,,"Arbor Pharmaceuticals Atlanta, GA",,,Phase 3
D0Z3ES,,University of Virginia,,,Phase 3
D0Z4VX,,Boehringer ingelheim pharmaceuticals,,,Phase 3
D0Z5SC,,Sanofi pasteur,,,Phase 3
D0Z5TW,,Laboratorios Leti SL,,,Phase 3
D0Z5UT,,"Bellerophon Therapeutics Warren, NJ",,,Phase 3
D0Z6SP,,"Gilead Sciences Foster City, CA",,,Phase 3
D0Z7UN,,Omninvest,,,Phase 3
D0Z8LN,,"Janssen Vaccines & Prevention Leiden, Netherlands",,,Phase 3
D0Z8MC,,Revance Therapeutics,,,Phase 3
D0ZH4J,,"Moberg Pharma Bromma, Sweden",,,Phase 3
D0ZM8F,,Astellas,,,Phase 3
D0ZO2Z,,"Boehringer-Ingelheim Pharmaceuticals Ridgefield, CT Eli Lilly Indianapolis, IN",,,Phase 3
D0ZP3Q,,"CEL-SCI Vienna, VA",,,Phase 3
D0ZR8T,,"EMD Serono, Rockland, MA",,,Phase 3
D1KR3N,,"Green Valley Pharmaceuticals Shanghai, China",,,Phase 3
D2GZM3,,"EirGenix Taipei, Taiwan Sandoz Princeton, NJ",,,Phase 3
D2TH9K,,TB,,,Phase 3
D3G8YH,,"Noven Pharmaceuticals Tokyo, Japan",,,Phase 3
D3N5TB,,,,Peptide,Phase 3
D4MO2K,,FirstString Research,,,Phase 3
D4R1JE,,"Taiwan Liposome Company Taipei, Taiwan",,,Phase 3
D5VRX2,,Chimerix,,,Phase 3
D6X7KR,,G&E Herbal Biotechnology,,,Phase 3
D71LNO,,Hyundai Pharmaceutical,,,Phase 3
D78CME,,"Tavanta Therapeutics King of Prussia, PA",,,Phase 3
D7H3AQ,,PRM Pharma,,,Phase 3
D9YW6X,,Biospherics.net,,,Phase 3
DAN2C4,,"Synlogic Cambridge, MA",,,Phase 3
DB58KR,,Retrotope,,,Phase 3
DC9MH1,,"Xuanwu Hospital, Beijing",,,Phase 3
DDRX30,,Aravive,,,Phase 3
DF86OC,,Novo Nordisk,,,Phase 3
DFB62M,,Delcath Systems,,,Phase 3
DH5T8D,,Ionis,,,Phase 3
DIN27R,,CEL-SCI,,,Phase 3
DJ43UK,,Alexion AstraZeneca Rare Disease,,,Phase 3
DKI03V,,Ovid Therapeutics,,,Phase 3
DM6KV2,,,,Antibody,Phase 3
DMOV12,,Ionis,,,Phase 3
DPT90B,,,,Antibody,Phase 3
DRZ84W,,Novartis,,,Phase 3
DULR78,,PegBio,,,Phase 3
DV3H6T,,,,Small molecular drug,Phase 3
DZ2B3I,,89bio,,,Phase 3
DZBJ64,,Xenikos,,,Phase 3
D01CGX,,,,,Phase 3
D01SPW,,,,,Phase 3
D02HJR,,,,,Phase 3
D04EVE,,,,,Phase 3
D05KKC,,,,,Phase 3
D05UAV,,,,,Phase 3
D06VFP,,,,,Phase 3
D06XDI,,,,,Phase 3
D07UQQ,,,,,Phase 3
D09LIZ,,,,,Phase 3
D09VFX,,,,,Phase 3
D0A8JP,,,,,Phase 3
D0E1AW,,,,,Phase 3
D0ER5F,,,,,Phase 3
D0I3GZ,,,,,Phase 3
D0J0FD,,,,,Phase 3
D0K8WJ,,,,,Phase 3
D0M0TV,,,,,Phase 3
D0N3SA,,,,,Phase 3
D0Q4GL,,,,,Phase 3
D0Q7QA,,,,,Phase 3
D0Q9HM,,,,,Phase 3
D0R4OI,,,,,Phase 3
D0V6AB,,,,,Phase 3
D0W8CW,,,,,Phase 3
D0G0TS,,Sanofi-aventis,Anticancer Agents,Small molecular drug,Phase 2/3
D0M3TZ,,Hoffmann-La Roche pharmaceutical company,Antiviral Agents,Small molecular drug,Phase 2/3 Trial
D00GZW,,Ono Pharmaceuticals,,Small molecular drug,Phase 2/3
D00NYJ,,ASLAN Pharmaceuticals,,Small molecular drug,Phase 2/3
D01AYX,,AstraZeneca,,Small molecular drug,Phase 2/3
D02LPY,,Anthera Pharmaceuticals,,Small molecular drug,Phase 2/3
D03DHQ,,Cortex,,Small molecular drug,Phase 2/3
D03OSG,,Metabolex,,Small molecular drug,Phase 2/3
D04DFR,,Flexion Therapeutics,,Small molecular drug,Phase 2/3
D04FUG,,"Insmed Bridgewater, NJ",,Small molecule,Phase 2/3
D04QWQ,,Vertex Pharmaceuticals,,Small molecular drug,Phase 2/3
D04XEQ,,Geron,,Small molecular drug,Phase 2/3
D06CYI,,,Antiviral Agents,Small molecular drug,Phase 2/3 Trial
D06DKU,,,Antiviral Agents,Small molecular drug,Phase 2/3 Trial
D06ECJ,,,Antiviral Agents,Small molecular drug,Phase 2/3 Trial
D06GYY,,,Antiviral Agents,Small molecular drug,Phase 2/3 Trial
D06OZW,,Hong Kong University of Science & Technology,,Small molecular drug,Phase 2/3
D06TFI,,Eli Lilly,,Small molecular drug,Phase 2/3
D06VCN,,Glaxo Smithkline,,Small molecular drug,Phase 2/3
D06ZXH,,PhytoHealth Corp,,Small molecular drug,Phase 2/3
D07JLM,,Synvista Therapeutics Inc,,Small molecular drug,Phase 2/3
D07WQT,,,Antiviral Agents,Small molecular drug,Phase 2/3 Trial
D08FUR,,,Antiviral Agents,Small molecular drug,Phase 2/3 Trial
D08FWK,,Johns Hopkins University,,Small molecular drug,Phase 2/3
D08NAD,,Tularik Inc,,Small molecular drug,Phase 2/3
D09AHZ,,Sanofi-aventis,,Small molecular drug,Phase 2/3
D09PVO,,Galmed Medical Research Ltd,,Small molecular drug,Phase 2/3
D0A5BT,,,Antiviral Agents,Small molecular drug,Phase 2/3 Trial
D0A7CO,,,Antiviral Agents,Small molecular drug,Phase 2/3 Trial
D0AL8T,,Parke-Davis & Co,,Small molecular drug,Phase 2/3
D0B5HS,,NewLink Genetics,,Small molecular drug,Phase 2/3
D0E3MA,,ReProtect,,Small molecular drug,Phase 2/3
D0F2PD,,Biorex Research and Development Co,,Small molecular drug,Phase 2/3
D0F4JK,,Pfizer Inc,,Small molecular drug,Phase 2/3
D0FE8F,,,Antiviral Agents,Small molecular drug,Phase 2/3 Trial
D0G0YL,,Logical Therapeutics,,Small molecular drug,Phase 2/3
D0G5GY,,,Antiviral Agents,Small molecular drug,Phase 2/3 Trial
D0G5PF,,Novartis,,Small molecular drug,Phase 2/3
D0G6XU,,,Antiviral Agents,Small molecular drug,Phase 2/3 Trial
D0GC5H,,Bayer Yakuhin,,Small molecular drug,Phase 2/3
D0GP1O,,"Acucela Seattle, WA",,Small molecular drug,Phase 2/3
D0I5TL,,Addex Pharma.,,Small molecular drug,Phase 2/3
D0I8QT,,,Antiviral Agents,Small molecular drug,Phase 2/3 Trial
D0J3BY,,Synvista Therapeutics,,Small molecular drug,Phase 2/3
D0KN1U,,Sanifit Laboratoris SL,,Small molecular drug,Phase 2/3
D0L4FS,,DSM Nutritional Products,,Small molecular drug,Phase 2/3
D0NU0U,,AstraZeneca,,Small molecular drug,Phase 2/3
D0O0PY,,Rhone-Poulenc SA,,Small molecular drug,Phase 2/3
D0PY5G,,Seachaid Pharmaceuticals Inc,,Small molecular drug,Phase 2/3
D0Q6MY,,,Antiviral Agents,Small molecular drug,Phase 2/3 Trial
D0U3LK,,Laboratorios Silanes SA De CV,,Small molecular drug,Phase 2/3
D0W5EH,,EMD Serono,,Small molecular drug,Phase 2/3
D0X7VB,,Metabolex,,Small molecular drug,Phase 2/3
D0Z9LP,,RESprotect,,Small molecular drug,Phase 2/3
D0ZM5O,,Bristol-Myers Squibb,,Small molecular drug,Phase 2/3
D4PL6G,,BioNevia Pharmaceuticals,,Small molecular drug,Phase 2/3
D58BFC,,Cortexyme,,Small molecule,Phase 2/3
D5U4MY,,Forma Therapeutics,,Small molecule,Phase 2/3
D87IQS,,AstraZeneca,,Small molecule,Phase 2/3
DCA5M2,,UCB,,Small molecular drug,Phase 2/3
DDBY18,,Athira Pharma,,Small molecule,Phase 2/3
DF29AZ,,"VA Office of Research and Development, University of Wisconsin, Madison",,Small molecule,Phase 2/3
DGJD82,,Presidio Pharmaceuticals,,Small molecular drug,Phase 2/3
DK5VM1,,Viriom,,Small molecule,Phase 2/3
DU0K2R,,Millendo Therapeutics,,Peptide,Phase 2/3
DUH2E6,,"PTC Therapeutics South Plainfield, NJ",,Small molecule,Phase 2/3
DWR4I7,,Pfzer,,Small molecule,Phase 2/3
D00HGF,,,,Small molecular drug,Phase 2/3
D02ADM,,"Meda Pharmaceuticals Somerset, NJ",,,Phase 2/3
D02GWF,,,,Small molecular drug,Phase 2/3
D03MZJ,,,,Small molecular drug,Phase 2/3
D03QLG,,,,Small molecular drug,Phase 2/3
D03ZDX,,"Tyme Technologies New York, NY",,,Phase 2/3
D04PBH,,,,Small molecular drug,Phase 2/3
D05BLN,,Mirati therapeutics,,,Phase 2/3
D08UGX,,,,Small molecular drug,Phase 2/3
D0E2IN,,,,Small molecular drug,Phase 2/3
D0KL7C,,MondoBIOTECH Holding AG,,,Phase 2/3
D0L6HN,,,,Small molecular drug,Phase 2/3
D0Q0FW,,,,Small molecular drug,Phase 2/3
D0R9DP,,"Cempra Pharmaceuticals Chapel Hill, NC",,,Phase 2/3
D0SC6I,,"SyneuRx Taipei, Taiwan",,,Phase 2/3
D0T2FP,,Janssen research & development,,,Phase 2/3
D0V4HO,,"BioCryst Pharmaceuticals Durham, NC",,,Phase 2/3
D0VD6Q,,"Raptor Therapeutics Novato, CA",,,Phase 2/3
D0VL4V,,Sanofi-aventis,,,Phase 2/3
DY4OZ6,,,,Small molecular drug,Phase 2/3
D01FDN,,,,,Phase 2/3
D04NVG,,,Antiviral Agents,Protein/peptide drug,Phase 2/3 Trial
D04PKR,,,Antiviral Agents,Protein/peptide drug,Phase 2/3 Trial
D00KGB,,Menarini,,Monoclonal antibody,Phase 2/3
D01ADL,,LFB Biotechnologies,,Antibody,Phase 2/3
D01CAH,,,Antiviral Agents,Cell therapy,Phase 2/3 Trial
D01MSB,,,Antiviral Agents,Combination drug,Phase 2/3 Trial
D01MTY,,,Antiviral Agents,Combination drug,Phase 2/3 Trial
D01NKS,,,Antiviral Agents,Combination drug,Phase 2/3 Trial
D01WYO,,,Antiviral Agents,Combination drug,Phase 2/3 Trial
D01YQN,,,Antiviral Agents,Combination drug,Phase 2/3 Trial
D01ZQE,,,Antiviral Agents,Combination drug,Phase 2/3 Trial
D01ZWC,,,Antiviral Agents,Combination drug,Phase 2/3 Trial
D02CYL,,Morphosys,,Antibody,Phase 2/3
D02MLN,,,Antiviral Agents,Vaccine,Phase 2/3 Trial
D03IOM,,Fujian Medical University,,CAR T Cell Therapy,Phase 2/3
D03RDQ,,Abgenix Inc,,Antibody,Phase 2/3
D03ZYQ,,,Antiviral Agents,Monoclonal antibody,Phase 2/3 Trial
D04DTH,,,Antiviral Agents,Monoclonal antibody,Phase 2/3 Trial
D04GGG,,Fujian Medical University,,CAR T Cell Therapy (Dual specific),Phase 2/3
D04VHZ,,,Antiviral Agents,Protein/peptide drug,Phase 2/3 Trial
D04YSC,,Fujian Medical University,,CAR T Cell Therapy,Phase 2/3
D04YSK,,Biosynexus Inc,,Monoclonal antibody,Phase 2/3
D06ALE,,,Antiviral Agents,Monoclonal antibody,Phase 2/3 Trial
D09JVK,,Eli lilly,,Antibody,Phase 2/3
D0F3KC,,Abbott Laboratories Abbott,,Antibody,Phase 2/3
D0FX3U,,,Antiviral Agents,Monoclonal antibody,Phase 2/3 Trial
D0I3VT,,Cytos Biotechnology AG,,Vaccine,Phase 2/3
D0I9AC,,"Samumed San Diego,CA",,Small molecular drug,Phase 2/3
D0J8OV,,,Antiviral Agents,Vaccine,Phase 2/3 Trial
D0JE8O,,,Antiviral Agents,Vaccine,Phase 2/3 Trial
D0Q3IS,,Viventia Biotechnologies,,Antibody,Phase 2/3
D0R7BB,,GlaxoSmithKline,,Antibody,Phase 2/3
D0RF4J,,Fujian Medical University,,CAR T Cell Therapy (Dual specific),Phase 2/3
D0SB5K,,Sanofi-Aventis,Analgesics,,Phase 2/3
D0SQ8R,,Intercell AG,,Vaccine,Phase 2/3
D0U8VO,,,Antiviral Agents,Combination drug,Phase 2/3 Trial
D1M8GC,,CytoDyn,,Antibody,Phase 2/3
D1U3EG,,Ridgeback Biotherapeutics,,Antibody,Phase 2/3
D21URW,,ProQR Therapeutics,,Antisense oligonucleotide,Phase 2/3
D23CDU,,AVROBIO,,Gene therapy,Phase 2/3
D3WA2V,,Abcuro,,Monoclonal antibody,Phase 2/3
D3YJZ7,,Merck,,Antibody drug conjugate,Phase 2/3
D3YKX2,,"Kibow Biotech Newtown Square, PA",,Live biotherapeutic,Phase 2/3
D4OU6H,,Bellicum Pharmaceuticals,,Cell therapy,Phase 2/3
D4OZC7,,Wave Life Sciences,,Antisense oligonucleotide,Phase 2/3
D5A6JN,,"TVAX Biomedical Olathe, KS",,Vaccine,Phase 2/3
D5DAR1,,Lysogene; Sarepta Therapeutics,,Gene therapy,Phase 2/3
D7HKM2,,Moderna,,Vaccine,Phase 2/3
DCRU72,,Moderna,,Vaccine,Phase 2/3
DF3UN2,,Novartis,,Vaccine,Phase 2/3
DGU51Y,,Sihuan Pharmaceutical,,Small molecular drug,Phase 2/3
DJAW98,,Nature Cell,,Cell therapy,Phase 2/3
DKFP51,,"PCR Pharmaceuticals Hyogo, Japan Takeda",,Fusion protein,Phase 2/3
DKH94Z,,Applied Genetic Technologies,,Gene therapy,Phase 2/3
DKJ93L,,Y-mAbs Therapeutics,,Antibody,Phase 2/3
DL4WG9,,Sanofi,,Vaccine,Phase 2/3
DO5H6K,,Mateon/Oncotelic,,Antisense oligonucleotide,Phase 2/3
DOST52,,Merck,,Antibody,Phase 2/3
DQ02VJ,,Eisai,,Monoclonal antibody,Phase 2/3
DS14FO,,ProQR Therapeutics,,Oligonucleotide,Phase 2/3
DTV58L,,Denali Therapeutics,,Enzyme replacement,Phase 2/3
DUBW95,,Y-mAbs Therapeutics,,Antibody,Phase 2/3
DWS08I,,Bio Products Laboratory,,Vaccine,Phase 2/3
DX2B8E,,Transgene; Bristol-Myers Squibb,,Vaccine,Phase 2/3
D01AKK,,Alexion pharmaceuticals,,,Phase 2/3
D01BBB,,Viriom Ltd,,,Phase 2/3
D01CTR,,"ProMetic Biotherapeutics Quebec, Canada",,,Phase 2/3
D01WLE,,Texas A&M University System,,,Phase 2/3
D01WXU,,Collateral Therapeutics Inc; Bayer HealthCare Pharmaceuticals,,,Phase 2/3
D02FDZ,,Veloxis Pharmaceuticals,,,Phase 2/3
D02NBY,,Osel,,,Phase 2/3
D02SDY,,"SyneuRx Taipei City, Taiwan",,,Phase 2/3
D02URX,,Kamada; kedrion biopharma,,,Phase 2/3
D04EGR,,Pharmena North America Boston,,,Phase 2/3
D04QSH,,Dong Wha Pharmaceutical Co Ltd,,,Phase 2/3
D05ZDD,,Scil Technology GmbH,,,Phase 2/3
D06APK,,Insmed Inc,,,Phase 2/3
D06GKE,,Sanofi,,,Phase 2/3
D06SZU,,"WaVe Life Sciences Cambridge, MA",,,Phase 2/3
D06XPL,,Tocagen Inc,,,Phase 2/3
D07DBE,,Eisai,,,Phase 2/3
D07FGA,,MGI Pharma,,,Phase 2/3
D07WJE,,NovaBay Pharmaceuticals Inc,,,Phase 2/3
D07ZUW,,NanoBio Corp,,,Phase 2/3
D08BZZ,,"Y-mAbs Therapeutics New York, NY",,,Phase 2/3
D08NJE,,Cara Therapeutics Inc; cara therapeutics,,,Phase 2/3
D08QGE,,SEIKAGAKU CORPORATION,,,Phase 2/3
D08RFZ,,"MedImmune Gaithersburg, MDSanofi Pasteur Swiftwater, PA",,,Phase 2/3
D09CNO,,ALK Abello; Merck,,,Phase 2/3
D09OWI,,Diasome Pharmaceuticals,,,Phase 2/3
D09VKP,,Cardio3 biosciences,,,Phase 2/3
D0A6LT,,Prolong Pharmaceuticals Inc,,,Phase 2/3
D0A7GA,,Auron Healthcare GmbH,,,Phase 2/3
D0A7WO,,Amgen Inc,,,Phase 2/3
D0B3CC,,Immunovative Therapies,,,Phase 2/3
D0B7LK,,Epimmune Inc,,,Phase 2/3
D0BS5E,,"AMO Pharma Berwyn, PA",,,Phase 2/3
D0C0CE,,Csl behring,,,Phase 2/3
D0D9ZB,,Takeda Pharmaceutical Co Ltd,,,Phase 2/3
D0EP9A,,"United Therapeutics Silver Spring, MD",,,Phase 2/3
D0F7TR,,Mytogen Inc,,,Phase 2/3
D0G3DC,,Asphelia Pharmaceuticals Inc,,,Phase 2/3
D0H4CB,,Ontario Inc,,,Phase 2/3
D0H4YD,,"Amgen Thousand Oaks, CA Novartis East Hanover, NJ",,,Phase 2/3
D0IJ0F,,Flanders Interuniversity Institute for Biotechnology (VIB),,,Phase 2/3
D0J8SE,,"Promius Pharma Princeton, NJ",,,Phase 2/3
D0M4GX,,"AMAG Pharmaceuticals Waltham, MA",,,Phase 2/3
D0M9EV,,"Nobilis Therapeutics Portland, OR",,,Phase 2/3
D0MM5P,,"scPharmaceuticals Burlington, MA",,,Phase 2/3
D0N2CG,,Gamida Cell; Teva North America,,,Phase 2/3
D0O7CO,,Bioheart,,,Phase 2/3
D0O9EQ,,"Vertex Pharmaceuticals Boston, MA",,,Phase 2/3
D0P1SA,,Kobe Institute of Biomedical Research and Innovation,,,Phase 2/3
D0P2OW,,Immune response biopharma,,,Phase 2/3
D0P6MW,,Biothera,,,Phase 2/3
D0PV4H,,Scripps Research Institute,,,Phase 2/3
D0Q8DZ,,"EffRx Pharmaceuticals Freienbark, Switzerland",,,Phase 2/3
D0R1QH,,University of Pennsylvania,,,Phase 2/3
D0R5TV,,Handok Pharmaceuticals,,,Phase 2/3
D0RP5T,,"Roche Basel, Switzerland",,,Phase 2/3
D0S4YT,,Kedrion,,,Phase 2/3
D0T8HR,,Active Biotech,,,Phase 2/3
D0T9CO,,DanDrit Biotech AS,,,Phase 2/3
D0U1XQ,,Origin Biosciences,,,Phase 2/3
D0W9AI,,FeRx,,,Phase 2/3
D0WH4L,,Avineuro Pharmaceuticals,,,Phase 2/3
D0XM9E,,"Kedrion, Barga, Italy",,,Phase 2/3
D0Y9XU,,"NewLink Genetics Ames, IA",,,Phase 2/3
D0YX4Z,,Novartis vaccines,,,Phase 2/3
D0Z6OW,,Novartis Vaccines & Diagnostics,,,Phase 2/3
D0Z9YF,,Stallergenes SA,,,Phase 2/3
D0ZW3R,,Transgene,,,Phase 2/3
D6S9AH,,Nanjing Medical University,,,Phase 2/3
DA97XT,,"Ascendis Pharma North Brunswick, NJ",,,Phase 2/3
DK6U4E,,"Mapp Biopharmaceutical San Diego, CA",,,Phase 2/3
DRP8H0,,ALX Oncology,,,Phase 2/3
D04OFR,,,,,Phase 2/3
D0H0VI,,,,,Phase 2/3
D0G9XP,,LG Life Sciences,,Small molecular drug,Phase 2b
D0W9VW,,Tranzyme,,Small molecular drug,Phase 2b
D0Q9XE,,AstraZeneca,,Antibody,Phase 2b
D06CVO,,Merck Research Laboratories,,,Phase 2b
D0C0KP,,Anergis SA,,,Phase 2b
D0ME1L,,Glenveigh pharmaceuticals,,,Phase 2b
D02AUB,,Encysive Pharma,,Small molecular drug,Phase 2a
D05XLO,,Incyte,,Small molecular drug,Phase 2a
D08UQS,,Bayer,,Small molecular drug,Phase 2a
D09EFC,,,Anticancer Agents,Small molecular drug,Phase 2a
D0D9AH,,Vertex Pharma,,Small molecular drug,Phase 2a
D0Y7NA,,Incyte,,Small molecular drug,Phase 2a
D04TIL,,Anadys Pharmaceuticals,,,Phase 2a
D06GDR,,Biotie,,,Phase 2a
D0BW3P,,Aerovance,,,Phase 2a
D0J0KT,,MediGene AG,,,Phase 2a
D0MM3A,,Biogen,,,Phase 2a
D0U9OD,,CreaGene Inc,,,Phase 2a
D00FHR,,MethylGene Inc,Anticancer Agents,Small molecular drug,Phase 2
D00YPR,,OSI Pharmaceuticals,Anticancer Agents,Small molecular drug,Phase 2
D01KMR,,Merz Pharmaceuticals GmbH,Analgesics,Small molecular drug,Phase 2
D01UMT,,Hoffmann La Roche,Anticancer Agents,Small molecular drug,Phase 2
D02LBK,,Array BioPharma.,Analgesics,Small molecular drug,Phase 2
D02XNW,,Vertex; Merck,Anticancer Agents,Small molecular drug,Phase 2
D03KAC,,Exelixis,Anticancer Agents,Small molecular drug,Phase 2
D03NJY,,Semafore Pharma,Anticancer Agents,Small molecular drug,Phase 2
D04BUH,,Esteve Laboratories,Analgesics,Small molecular drug,Phase 2
D04JTD,,Biomira,Anticancer Agents,Small molecular drug,Phase 2
D04RCT,,Chiesi,Analgesics,Small molecular drug,Phase 2
D04VSI,,Good Earth Medicine,Antiviral Agents,Small molecular drug,Phase 2 Trial
D04VWJ,,Array BioPharma.,Anticancer Agents,Small molecular drug,Phase 2
D05BYA,,Vernalis; Novartis,Anticancer Agents,Small molecular drug,Phase 2
D05OQX,,NiCox SA,Analgesics,Small molecular drug,Phase 2
D05VVX,,PTC Therape,Anticancer Agents,Small molecular drug,Phase 2
D05XJW,,Afferon,Analgesics,Small molecular drug,Phase 2
D07KVV,,Karyopharm therapeutics,Antiviral Agents,Small molecular drug,Phase 2 Trial
D07NOI,,Bayer AG,Anticancer Agents,Small molecular drug,Phase 2
D09BEG,,CeNeS,Analgesics,Small molecular drug,Phase 2
D0B0NQ,,Eli Lilly,Analgesics,Small molecular drug,Phase 2
D0C2ZL,,Sanofi-Aventis,Analgesics,Small molecular drug,Phase 2
D0C6VV,,Protherics,Anticancer Agents,Small molecular drug,Phase 2
D0CN9Q,,Pfizer,Anticancer Agents,Small molecular drug,Phase 2
D0D1GF,,Exelixis; GlaxoSmithKline,Anticancer Agents,Small molecular drug,Phase 2
D0F2JS,,Chroma Therape.,Anticancer Agents,Small molecular drug,Phase 2
D0H7GQ,,NeuroSearch,Analgesics,Small molecular drug,Phase 2
D0K0JQ,,GSK,Analgesics,Small molecular drug,Phase 2
D0K0YC,,Pfizer,Anticancer Agents,Small molecular drug,Phase 2
D0KK9E,,Adherex Technol.,Anticancer Agents,Small molecular drug,Phase 2
D0M0XB,,AstraZeneca,Anticancer Agents,Small molecular drug,Phase 2
D0N3EJ,,Gedeon Richter,Analgesics,Small molecular drug,Phase 2
D0O0LQ,,Boehringer Ingelheim,Anticancer Agents,Small molecular drug,Phase 2
D0P4BC,,Odyssey Pharmaceuticals,Antiviral Agents,Small molecular drug,Phase 2 Trial
D0PW4N,,Cytokinetics,Anticancer Agents,Small molecular drug,Phase 2
D0SC2J,,Bristol-Myers Squibb; Infinity Pharmaceuticals,Anticancer Agents,Small molecular drug,Phase 2
D0T1GF,,SuperGen,Anticancer Agents,Small molecular drug,Phase 2
D0U4EU,,GlaxoSmithKline,Anticancer Agents,Small molecular drug,Phase 2
D0U4FF,,Bristol Myers Squibb,Anticancer Agents,Small molecular drug,Phase 2
D0VE1W,,GlaxoSmithKline,Anticancer Agents,Small molecular drug,Phase 2
D0XT6W,,National Cancer Institute (NCI),Anticancer Agents,Small molecular drug,Phase 2
D0YB3W,,Pfizer,Anticancer Agents,Small molecular drug,Phase 2
D0Z9VY,,Keryx BioPharma.,Anticancer Agents,Small molecular drug,Phase 2
D00AKV,,GNI Ltd,,Small molecular drug,Phase 2
D00AUX,,Metabolic Solutions Development,,Small molecular drug,Phase 2
D00BOY,,Cephalon,,Small molecular drug,Phase 2
D00BUR,,Icagen,,Small molecular drug,Phase 2
D00BWF,,ACADIA Pharmaceuticals,,Small molecular drug,Phase 2
D00BZS,,Sigma-Tau Ind Farm Riunite SpA,,Small molecular drug,Phase 2
D00CVJ,,Neurim Pharmaceuticals,,Small molecular drug,Phase 2
D00DYK,,Johns Hopkins University,,Small molecular drug,Phase 2
D00EPT,,Eisai,,Small molecular drug,Phase 2
D00EVP,,Allergan Inc,,Small molecular drug,Phase 2
D00GXL,,Prana biotechnology,,Small molecular drug,Phase 2
D00HTO,,Genzyme,,Small molecular drug,Phase 2
D00HYK,,Affinium pharmaceuticals,,Small molecular drug,Phase 2
D00IQH,,Pfizer Inc; RaQualia Pharma Inc,,Small molecular drug,Phase 2
D00ISN,,Mitsubishi Tanabe Pharma Corp,,Small molecular drug,Phase 2
D00IUD,,Kowa,,Small molecular drug,Phase 2
D00IYB,,GE Healthcare,,Small molecular drug,Phase 2
D00KTV,,Kadmon,,Small molecular drug,Phase 2
D00LSI,,4SC AG,,Small molecular drug,Phase 2
D00LSW,,Ferring Pharmaceuticals Inc,,Small molecular drug,Phase 2
